Record #:  3,
Notes :,
Siri-60-sec data,
,
6/2/20225:25:34 PMRecord #:,3
Notes :,
Siri-60-sec data,
,
6/2/20225:25:34 PM,
Volts Data,
,
CH1	CH2,
-49.456425E-3	-5.912259E-3,
-46.724483E-3	-5.834430E-3,
-44.025555E-3	-5.758010E-3,
-41.364983E-3	-5.683020E-3,
-38.747840E-3	-5.609505E-3,
-36.178954E-3	-5.537488E-3,
-33.662908E-3	-5.467035E-3,
-31.204060E-3	-5.398169E-3,
-28.806433E-3	-5.331025E-3,
-26.473917E-3	-5.265668E-3,
-24.210021E-3	-5.202256E-3,
-22.018075E-3	-5.140968E-3,
-19.901052E-3	-5.081914E-3,
-17.861702E-3	-5.025297E-3,
-15.902415E-3	-4.971273E-3,
-14.025338E-3	-4.919954E-3,
-12.232214E-3	-4.871450E-3,
-10.524541E-3	-4.825853E-3,
-8.903414E-3	-4.783206E-3,
-7.369637E-3	-4.743464E-3,
-5.923681E-3	-4.706584E-3,
-4.565679E-3	-4.672498E-3,
-3.295496E-3	-4.641071E-3,
-2.112709E-3	-4.612193E-3,
-1.016602E-3	-4.585706E-3,
-6.213784E-6	-4.561499E-3,
919.573009E-6	-4.539438E-3,
1.762144E-3	-4.519433E-3,
2.523020E-3	-4.501395E-3,
3.203876E-3	-4.485302E-3,
3.806591E-3	-4.471131E-3,
4.333086E-3	-4.458882E-3,
4.785486E-3	-4.448578E-3,
5.166002E-3	-4.440263E-3,
5.476981E-3	-4.433937E-3,
5.720861E-3	-4.429646E-3,
5.900256E-3	-4.427366E-3,
6.017804E-3	-4.427053E-3,
6.076321E-3	-4.428640E-3,
6.078690E-3	-4.432037E-3,
6.027907E-3	-4.437111E-3,
5.927011E-3	-4.443660E-3,
5.779155E-3	-4.451506E-3,
5.587444E-3	-4.460469E-3,
5.355075E-3	-4.470348E-3,
5.085200E-3	-4.480943E-3,
4.780926E-3	-4.492119E-3,
4.445359E-3	-4.503720E-3,
4.081495E-3	-4.515655E-3,
3.692284E-3	-4.527837E-3,
3.280565E-3	-4.540265E-3,
2.849065E-3	-4.552916E-3,
2.400465E-3	-4.565835E-3,
1.937293E-3	-4.579023E-3,
1.462050E-3	-4.592545E-3,
977.106392E-6	-4.606403E-3,
484.764576E-6	-4.620597E-3,
-12.695789E-6	-4.635170E-3,
-513.151288E-6	-4.650012E-3,
-1.014479E-3	-4.665099E-3,
-1.514621E-3	-4.680298E-3,
-2.011634E-3	-4.695497E-3,
-2.503596E-3	-4.710540E-3,
-2.988741E-3	-4.725292E-3,
-3.465369E-3	-4.739575E-3,
-3.931873E-3	-4.753299E-3,
-4.386798E-3	-4.766330E-3,
-4.828848E-3	-4.778579E-3,
-5.256794E-3	-4.790045E-3,
-5.669653E-3	-4.800662E-3,
-6.066486E-3	-4.810497E-3,
-6.446578E-3	-4.819617E-3,
-6.809279E-3	-4.828088E-3,
-7.154122E-3	-4.836001E-3,
-7.480703E-3	-4.843466E-3,
-7.788733E-3	-4.850574E-3,
-8.078009E-3	-4.857369E-3,
-8.348353E-3	-4.863918E-3,
-8.599721E-3	-4.870243E-3,
-8.832023E-3	-4.876323E-3,
-9.045281E-3	-4.882112E-3,
-9.239540E-3	-4.887544E-3,
-9.414844E-3	-4.892528E-3,
-9.571329E-3	-4.896954E-3,
-9.709150E-3	-4.900731E-3,
-9.828597E-3	-4.903793E-3,
-9.929918E-3	-4.906073E-3,
-10.013536E-3	-4.907548E-3,
-10.079876E-3	-4.908197E-3,
-10.129496E-3	-4.908085E-3,
-10.162979E-3	-4.907258E-3,
-10.181017E-3	-4.905827E-3,
-10.184348E-3	-4.903883E-3,
-10.173753E-3	-4.901603E-3,
-10.150038E-3	-4.899077E-3,
-10.114051E-3	-4.896417E-3,
-10.066599E-3	-4.893757E-3,
-10.008506E-3	-4.891120E-3,
-9.940580E-3	-4.888594E-3,
-9.863578E-3	-4.886158E-3,
-9.778216E-3	-4.883766E-3,
-9.685211E-3	-4.881397E-3,
-9.585187E-3	-4.878961E-3,
-9.478770E-3	-4.876368E-3,
-9.366587E-3	-4.873529E-3,
-9.249240E-3	-4.870400E-3,
-9.127311E-3	-4.866891E-3,
-9.001426E-3	-4.862979E-3,
-8.872189E-3	-4.858688E-3,
-8.740246E-3	-4.854038E-3,
-8.606225E-3	-4.849099E-3,
-8.470818E-3	-4.843980E-3,
-8.334674E-3	-4.838772E-3,
-8.198462E-3	-4.833609E-3,
-8.062832E-3	-4.828602E-3,
-7.928386E-3	-4.823864E-3,
-7.795729E-3	-4.819483E-3,
-7.665351E-3	-4.815526E-3,
-7.537745E-3	-4.812017E-3,
-7.413290E-3	-4.808933E-3,
-7.292323E-3	-4.806228E-3,
-7.175110E-3	-4.803859E-3,
-7.061854E-3	-4.801713E-3,
-6.952733E-3	-4.799679E-3,
-6.847858E-3	-4.797690E-3,
-6.747343E-3	-4.795656E-3,
-6.651253E-3	-4.793487E-3,
-6.559677E-3	-4.791118E-3,
-6.472684E-3	-4.788592E-3,
-6.390408E-3	-4.785888E-3,
-6.312937E-3	-4.783094E-3,
-6.240383E-3	-4.780233E-3,
-6.172903E-3	-4.777461E-3,
-6.110609E-3	-4.774846E-3,
-6.053589E-3	-4.772499E-3,
-6.001979E-3	-4.770532E-3,
-5.955800E-3	-4.768990E-3,
-5.915076E-3	-4.767917E-3,
-5.879782E-3	-4.767358E-3,
-5.849831E-3	-4.767247E-3,
-5.825087E-3	-4.767537E-3,
-5.805373E-3	-4.768185E-3,
-5.790442E-3	-4.769035E-3,
-5.780026E-3	-4.769996E-3,
-5.773902E-3	-4.770957E-3,
-5.771734E-3	-4.771806E-3,
-5.773254E-3	-4.772499E-3,
-5.778216E-3	-4.772946E-3,
-5.786397E-3	-4.773147E-3,
-5.797550E-3	-4.773080E-3,
-5.811520E-3	-4.772857E-3,
-5.828172E-3	-4.772477E-3,
-5.847417E-3	-4.772097E-3,
-5.869120E-3	-4.771762E-3,
