Record #:  1,
Notes :,
Siri-10-sec data,
,
6/2/20225:18:10 PMRecord #:,1
Notes :,
Siri-10-sec data,
,
6/2/20225:18:10 PM,
Volts Data,
,
CH1	CH2,
-51.339313E-3	-7.056646E-3,
-48.636876E-3	-6.976403E-3,
-45.967117E-3	-6.896921E-3,
-43.335311E-3	-6.818242E-3,
-40.746443E-3	-6.740458E-3,
-38.205229E-3	-6.663613E-3,
-35.716228E-3	-6.587796E-3,
-33.283688E-3	-6.513074E-3,
-30.911654E-3	-6.439604E-3,
-28.603882E-3	-6.367497E-3,
-26.363902E-3	-6.296955E-3,
-24.195023E-3	-6.228179E-3,
-22.100240E-3	-6.161347E-3,
-20.082258E-3	-6.096661E-3,
-18.143490E-3	-6.034344E-3,
-16.286083E-3	-5.974554E-3,
-14.511779E-3	-5.917422E-3,
-12.822054E-3	-5.863063E-3,
-11.218049E-3	-5.811565E-3,
-9.700499E-3	-5.762927E-3,
-8.269899E-3	-5.717129E-3,
-6.926358E-3	-5.674124E-3,
-5.669676E-3	-5.633824E-3,
-4.499406E-3	-5.596094E-3,
-3.414832E-3	-5.560867E-3,
-2.415016E-3	-5.527988E-3,
-1.498774E-3	-5.497389E-3,
-664.718449E-6	-5.468979E-3,
88.602304E-6	-5.442694E-3,
762.932003E-6	-5.418554E-3,
1.360014E-3	-5.396515E-3,
1.881793E-3	-5.376644E-3,
2.330326E-3	-5.358964E-3,
2.707757E-3	-5.343519E-3,
3.016390E-3	-5.330376E-3,
3.258616E-3	-5.319536E-3,
3.436960E-3	-5.310997E-3,
3.554083E-3	-5.304739E-3,
3.612712E-3	-5.300716E-3,
3.615730E-3	-5.298816E-3,
3.566086E-3	-5.298905E-3,
3.466845E-3	-5.300783E-3,
3.321111E-3	-5.304292E-3,
3.132015E-3	-5.309232E-3,
2.902731E-3	-5.315378E-3,
2.636410E-3	-5.322576E-3,
2.336159E-3	-5.330622E-3,
2.005063E-3	-5.339406E-3,
1.646049E-3	-5.348794E-3,
1.262091E-3	-5.358741E-3,
855.937600E-6	-5.369201E-3,
430.293381E-6	-5.380154E-3,
-12.248755E-6	-5.391665E-3,
-469.163060E-6	-5.403712E-3,
-938.035548E-6	-5.416341E-3,
-1.416564E-3	-5.429551E-3,
-1.902446E-3	-5.443387E-3,
-2.393514E-3	-5.457781E-3,
-2.887599E-3	-5.472712E-3,
-3.382623E-3	-5.488068E-3,
-3.876552E-3	-5.503759E-3,
-4.367419E-3	-5.519629E-3,
-4.853345E-3	-5.535521E-3,
-5.332477E-3	-5.551234E-3,
-5.803160E-3	-5.566679E-3,
-6.263763E-3	-5.581632E-3,
-6.712832E-3	-5.596027E-3,
-7.149048E-3	-5.609751E-3,
-7.571228E-3	-5.622759E-3,
-7.978342E-3	-5.635008E-3,
-8.369543E-3	-5.646564E-3,
-8.744113E-3	-5.657427E-3,
-9.101428E-3	-5.667731E-3,
-9.441085E-3	-5.677499E-3,
-9.762682E-3	-5.686864E-3,
-10.065950E-3	-5.695917E-3,
-10.350756E-3	-5.704679E-3,
-10.616921E-3	-5.713217E-3,
-10.864355E-3	-5.721554E-3,
-11.093058E-3	-5.729623E-3,
-11.302963E-3	-5.737424E-3,
-11.494115E-3	-5.744822E-3,
-11.666536E-3	-5.751751E-3,
-11.820339E-3	-5.758099E-3,
-11.955656E-3	-5.763754E-3,
-12.072690E-3	-5.768649E-3,
-12.171753E-3	-5.772695E-3,
-12.253180E-3	-5.775847E-3,
-12.317441E-3	-5.778126E-3,
-12.365028E-3	-5.779557E-3,
-12.396611E-3	-5.780227E-3,
-12.412839E-3	-5.780205E-3,
-12.414493E-3	-5.779624E-3,
-12.402378E-3	-5.778618E-3,
-12.377299E-3	-5.777322E-3,
-12.340151E-3	-5.775824E-3,
-12.291737E-3	-5.774260E-3,
-12.232907E-3	-5.772673E-3,
