Record #:  2,
Notes :,
Siri-30-sec data,
,
6/2/20225:22:10 PMRecord #:,2
Notes :,
Siri-30-sec data,
,
6/2/20225:22:10 PM,
Volts Data,
,
CH1	CH2,
-52.537166E-3	-7.886030E-3,
-49.901113E-3	-7.777445E-3,
-47.296464E-3	-7.669620E-3,
-44.728585E-3	-7.562913E-3,
-42.202502E-3	-7.457614E-3,
-39.723158E-3	-7.354036E-3,
-37.295133E-3	-7.252470E-3,
-34.922808E-3	-7.153228E-3,
-32.610252E-3	-7.056557E-3,
-30.361243E-3	-6.962635E-3,
-28.179199E-3	-6.871641E-3,
-26.067272E-3	-6.783664E-3,
-24.028212E-3	-6.698817E-3,
-22.064477E-3	-6.617099E-3,
-20.178147E-3	-6.538533E-3,
-18.371075E-3	-6.463051E-3,
-16.644716E-3	-6.390654E-3,
-15.000276E-3	-6.321318E-3,
-13.438694E-3	-6.255001E-3,
-11.960641E-3	-6.191678E-3,
-10.566518E-3	-6.131418E-3,
-9.256549E-3	-6.074242E-3,
-8.030668E-3	-6.020196E-3,
-6.888628E-3	-5.969390E-3,
-5.829982E-3	-5.921893E-3,
-4.854016E-3	-5.877815E-3,
-3.959835E-3	-5.837224E-3,
-3.146321E-3	-5.800165E-3,
-2.412155E-3	-5.766660E-3,
-1.755774E-3	-5.736709E-3,
-1.175411E-3	-5.710267E-3,
-669.144094E-6	-5.687222E-3,
-234.827399E-6	-5.667418E-3,
129.863620E-6	-5.650744E-3,
427.410007E-6	-5.636930E-3,
660.382211E-6	-5.625822E-3,
831.484795E-6	-5.617172E-3,
943.534076E-6	-5.610824E-3,
999.324024E-6	-5.606554E-3,
1.001760E-3	-5.604230E-3,
953.726470E-6	-5.603738E-3,
858.128071E-6	-5.604945E-3,
717.848539E-6	-5.607828E-3,
535.748899E-6	-5.612366E-3,
314.667821E-6	-5.618513E-3,
57.421625E-6	-5.626269E-3,
-233.195722E-6	-5.635634E-3,
-554.390252E-6	-5.646609E-3,
-903.435051E-6	-5.659103E-3,
-1.277581E-3	-5.673073E-3,
-1.674101E-3	-5.688429E-3,
-2.090313E-3	-5.705036E-3,
-2.523512E-3	-5.722694E-3,
-2.971105E-3	-5.741246E-3,
-3.430456E-3	-5.760446E-3,
-3.899038E-3	-5.780093E-3,
-4.374459E-3	-5.800009E-3,
-4.854307E-3	-5.819969E-3,
-5.336389E-3	-5.839817E-3,
-5.818561E-3	-5.859420E-3,
-6.298855E-3	-5.878665E-3,
-6.775439E-3	-5.897529E-3,
-7.246569E-3	-5.915992E-3,
-7.710725E-3	-5.934030E-3,
-8.166477E-3	-5.951732E-3,
-8.612506E-3	-5.969122E-3,
-9.047650E-3	-5.986243E-3,
-9.470813E-3	-6.003141E-3,
