Record #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PMRecord #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PM
Volts Data

CH1	CH2	CH3	
-14.645308E-3	-16.983278E-3	250.473619E-6
-14.645107E-3	-16.982518E-3	250.473619E-6
-14.645264E-3	-16.982585E-3	250.697136E-6
-14.645621E-3	-16.982988E-3	251.077116E-6
-14.645979E-3	-16.983032E-3	251.434743E-6
-14.646314E-3	-16.982831E-3	251.792371E-6
-14.646694E-3	-16.983055E-3	252.328813E-6
-14.647029E-3	-16.983949E-3	253.155828E-6
-14.647096E-3	-16.984798E-3	254.228711E-6
-14.646739E-3	-16.984642E-3	255.391002E-6
-14.646001E-3	-16.983502E-3	256.597996E-6
-14.645085E-3	-16.982205E-3	257.872045E-6
-14.644034E-3	-16.981311E-3	259.190798E-6
-14.642783E-3	-16.980439E-3	260.263681E-6
-14.641307E-3	-16.979009E-3	260.844827E-6
-14.639787E-3	-16.977288E-3	260.844827E-6
-14.638625E-3	-16.976058E-3	260.442495E-6
-14.637910E-3	-16.975679E-3	259.883702E-6
-14.637552E-3	-16.975634E-3	259.146094E-6
-14.637418E-3	-16.975254E-3	258.229673E-6
-14.637575E-3	-16.974784E-3	257.179141E-6
-14.638111E-3	-16.975075E-3	256.240368E-6
-14.638916E-3	-16.976438E-3	255.569816E-6
-14.639720E-3	-16.978115E-3	255.100429E-6
-14.640301E-3	-16.979210E-3	254.742801E-6
-14.640681E-3	-16.979657E-3	254.519284E-6
-14.641017E-3	-16.980104E-3	254.563987E-6
-14.641352E-3	-16.980842E-3	255.033374E-6
-14.641464E-3	-16.981266E-3	255.748630E-6
-14.641285E-3	-16.980797E-3	256.486237E-6
-14.640950E-3	-16.979657E-3	257.179141E-6
-14.640793E-3	-16.978830E-3	257.849693E-6
-14.640860E-3	-16.978808E-3	258.542597E-6
-14.640972E-3	-16.979121E-3	259.056687E-6
-14.640927E-3	-16.978987E-3	259.257853E-6
-14.640726E-3	-16.978428E-3	259.123743E-6
-14.640503E-3	-16.978160E-3	258.810818E-6
-14.640324E-3	-16.978450E-3	258.453190E-6
-14.640033E-3	-16.978741E-3	257.983804E-6
-14.639497E-3	-16.978361E-3	257.201493E-6
-14.638849E-3	-16.977578E-3	256.150961E-6
-14.638357E-3	-16.977288E-3	255.011022E-6
-14.638066E-3	-16.977824E-3	253.960490E-6
-14.637865E-3	-16.978584E-3	252.909958E-6
-14.637619E-3	-16.978897E-3	251.770020E-6
-14.637485E-3	-16.978897E-3	250.585377E-6
-14.637709E-3	-16.979411E-3	249.579549E-6
-14.638357E-3	-16.980641E-3	248.841941E-6
-14.639162E-3	-16.981825E-3	248.350203E-6
-14.639810E-3	-16.982049E-3	247.880816E-6
-14.640234E-3	-16.981378E-3	247.456133E-6
-14.640570E-3	-16.980641E-3	247.210264E-6
-14.640816E-3	-16.980305E-3	247.277319E-6
-14.640838E-3	-16.979925E-3	247.523189E-6
-14.640547E-3	-16.978942E-3	247.769058E-6
-14.640123E-3	-16.977668E-3	248.037279E-6
-14.639899E-3	-16.977042E-3	248.439610E-6
-14.639989E-3	-16.977444E-3	249.065459E-6
-14.640324E-3	-16.978316E-3	249.780715E-6
-14.640726E-3	-16.978897E-3	250.428915E-6
-14.641263E-3	-16.979210E-3	250.965357E-6
-14.641978E-3	-16.979948E-3	251.479447E-6
-14.642783E-3	-16.981244E-3	252.105296E-6
-14.643408E-3	-16.982429E-3	252.686441E-6
-14.643677E-3	-16.982697E-3	253.088772E-6
-14.643587E-3	-16.982183E-3	253.267586E-6
-14.643319E-3	-16.981691E-3	253.424048E-6
-14.642984E-3	-16.981602E-3	253.714621E-6
-14.642470E-3	-16.981311E-3	254.116952E-6
-14.641777E-3	-16.980194E-3	254.519284E-6
-14.641061E-3	-16.978495E-3	254.966319E-6
-14.640525E-3	-16.977131E-3	255.480409E-6
-14.640234E-3	-16.976528E-3	256.106257E-6
-14.639944E-3	-16.976215E-3	256.597996E-6
-14.639497E-3	-16.975611E-3	256.732106E-6
-14.638960E-3	-16.974963E-3	256.463885E-6
-14.638580E-3	-16.975008E-3	255.905092E-6
-14.638402E-3	-16.975991E-3	255.100429E-6
-14.638357E-3	-16.977131E-3	254.027545E-6
-14.638357E-3	-16.977645E-3	252.574682E-6
-14.638536E-3	-16.977645E-3	250.920653E-6
-14.639072E-3	-16.977936E-3	249.288976E-6
-14.639921E-3	-16.978987E-3	247.880816E-6
-14.640816E-3	-16.980194E-3	246.629119E-6
-14.641531E-3	-16.980909E-3	245.511532E-6
-14.642112E-3	-16.981244E-3	244.617462E-6
-14.642693E-3	-16.981982E-3	244.058669E-6
-14.643386E-3	-16.983457E-3	243.924558E-6
-14.644079E-3	-16.984999E-3	244.013965E-6
-14.644660E-3	-16.985849E-3	244.058669E-6
-14.645241E-3	-16.986005E-3	244.058669E-6
-14.646024E-3	-16.986161E-3	244.125724E-6
-14.647029E-3	-16.986586E-3	244.349241E-6
-14.648035E-3	-16.986676E-3	244.595110E-6
-14.648817E-3	-16.985804E-3	244.684517E-6
-14.649376E-3	-16.984262E-3	244.617462E-6
-14.649801E-3	-16.983032E-3	244.550407E-6
-14.650047E-3	-16.982652E-3	244.639814E-6
-14.649980E-3	-16.982719E-3	244.863331E-6
-14.649443E-3	-16.982697E-3	245.131552E-6
-14.648616E-3	-16.982697E-3	245.422125E-6
-14.647767E-3	-16.983390E-3	245.869160E-6
-14.647074E-3	-16.984843E-3	246.450305E-6
-14.646426E-3	-16.986139E-3	246.986747E-6
-14.645845E-3	-16.986385E-3	247.232616E-6
-14.645487E-3	-16.985647E-3	247.187912E-6
-14.645532E-3	-16.984753E-3	247.009099E-6
-14.645979E-3	-16.984195E-3	246.807933E-6
-14.646560E-3	-16.983569E-3	246.584415E-6
-14.647052E-3	-16.982406E-3	246.249139E-6
-14.647432E-3	-16.981065E-3	245.936215E-6
-14.647745E-3	-16.980529E-3	245.936215E-6
-14.647968E-3	-16.981132E-3	246.338546E-6
-14.647856E-3	-16.982295E-3	247.031450E-6
-14.647387E-3	-16.983166E-3	247.769058E-6
-14.646739E-3	-16.983792E-3	248.461962E-6
-14.646247E-3	-16.984709E-3	249.244273E-6
-14.646068E-3	-16.986050E-3	250.115991E-6
-14.646135E-3	-16.987056E-3	250.987709E-6
-14.646269E-3	-16.987056E-3	251.658261E-6
-14.646515E-3	-16.986251E-3	252.172351E-6
-14.647029E-3	-16.985580E-3	252.664089E-6
-14.647722E-3	-16.985536E-3	253.200531E-6
-14.648393E-3	-16.985647E-3	253.647566E-6
-14.648840E-3	-16.985357E-3	253.826380E-6
-14.649130E-3	-16.984843E-3	253.781676E-6
-14.649443E-3	-16.984865E-3	253.669918E-6
-14.649823E-3	-16.985647E-3	253.647566E-6
-14.650069E-3	-16.986497E-3	253.558159E-6
-14.650114E-3	-16.986653E-3	253.289938E-6
-14.650047E-3	-16.986273E-3	252.775848E-6
-14.650069E-3	-16.986050E-3	252.194703E-6
-14.650270E-3	-16.986206E-3	251.613557E-6
-14.650539E-3	-16.986139E-3	250.920653E-6
-14.650762E-3	-16.985312E-3	249.959528E-6
-14.650986E-3	-16.984060E-3	248.730183E-6
-14.651343E-3	-16.983345E-3	247.411430E-6
-14.651880E-3	-16.983613E-3	246.204436E-6
-14.652416E-3	-16.984262E-3	245.064497E-6
-14.652841E-3	-16.984530E-3	243.991613E-6
-14.653243E-3	-16.984507E-3	243.119895E-6
-14.653824E-3	-16.984932E-3	242.695212E-6
-14.654584E-3	-16.985983E-3	242.851675E-6
-14.655255E-3	-16.987011E-3	243.477523E-6
-14.655657E-3	-16.987368E-3	244.237483E-6
-14.655747E-3	-16.987257E-3	245.019794E-6
-14.655724E-3	-16.987436E-3	245.846808E-6
-14.655590E-3	-16.988084E-3	246.740878E-6
-14.655255E-3	-16.988486E-3	247.523189E-6
-14.654629E-3	-16.987950E-3	247.992575E-6
-14.653936E-3	-16.986832E-3	248.149037E-6
-14.653422E-3	-16.986094E-3	248.149037E-6
-14.653221E-3	-16.986161E-3	248.149037E-6
-14.653198E-3	-16.986430E-3	248.104334E-6
-14.653221E-3	-16.986206E-3	247.970223E-6
-14.653288E-3	-16.985647E-3	247.791409E-6
-14.653511E-3	-16.985446E-3	247.769058E-6
-14.653824E-3	-16.985849E-3	247.925520E-6
-14.654070E-3	-16.986251E-3	248.171389E-6
-14.654070E-3	-16.986005E-3	248.350203E-6
-14.654003E-3	-16.985334E-3	248.417258E-6
-14.654048E-3	-16.984999E-3	248.596072E-6
-14.654227E-3	-16.985290E-3	248.953700E-6
-14.654383E-3	-16.985536E-3	249.400735E-6
-14.654338E-3	-16.985089E-3	249.825418E-6
-14.654204E-3	-16.984262E-3	250.205398E-6
-14.654160E-3	-16.983837E-3	250.607729E-6
-14.654227E-3	-16.984127E-3	251.077116E-6
-14.654160E-3	-16.984440E-3	251.434743E-6
-14.653847E-3	-16.984060E-3	251.591206E-6
-14.653422E-3	-16.983233E-3	251.546502E-6
-14.653087E-3	-16.982786E-3	251.501799E-6
-14.652908E-3	-16.983055E-3	251.568854E-6
-14.652729E-3	-16.983345E-3	251.658261E-6
-14.652371E-3	-16.982965E-3	251.591206E-6
-14.651969E-3	-16.982116E-3	251.390040E-6
-14.651813E-3	-16.981646E-3	251.211226E-6
-14.651969E-3	-16.981848E-3	251.099467E-6
-14.652282E-3	-16.982161E-3	250.965357E-6
-14.652550E-3	-16.981915E-3	250.652432E-6
-14.652774E-3	-16.981333E-3	250.138342E-6
-14.653042E-3	-16.981199E-3	249.624252E-6
-14.653265E-3	-16.981781E-3	249.199569E-6
-14.653221E-3	-16.982362E-3	248.774886E-6
-14.652729E-3	-16.982250E-3	248.216093E-6
-14.651947E-3	-16.981624E-3	247.500837E-6
-14.651097E-3	-16.981401E-3	246.830285E-6
-14.650315E-3	-16.981848E-3	246.293843E-6
-14.649510E-3	-16.982406E-3	245.846808E-6
-14.648706E-3	-16.982406E-3	245.377421E-6
-14.648058E-3	-16.981982E-3	244.908035E-6
-14.647767E-3	-16.981915E-3	244.550407E-6
-14.647745E-3	-16.982384E-3	244.371593E-6
-14.647722E-3	-16.982697E-3	244.192779E-6
-14.647476E-3	-16.982183E-3	243.835151E-6
-14.647074E-3	-16.981199E-3	243.298709E-6
-14.646739E-3	-16.980618E-3	242.829323E-6
-14.646560E-3	-16.980842E-3	242.538750E-6
-14.646403E-3	-16.981266E-3	242.359936E-6
-14.646225E-3	-16.981177E-3	242.203474E-6
-14.646247E-3	-16.980864E-3	242.181122E-6
-14.646761E-3	-16.981043E-3	242.538750E-6
-14.647767E-3	-16.982004E-3	243.321061E-6
-14.648996E-3	-16.982965E-3	244.438648E-6
-14.650136E-3	-16.983256E-3	245.645642E-6
-14.651053E-3	-16.983077E-3	246.852636E-6
-14.651746E-3	-16.983166E-3	248.126686E-6
-14.652170E-3	-16.983725E-3	249.490142E-6
-14.652170E-3	-16.984038E-3	250.741839E-6
-14.651701E-3	-16.983457E-3	251.613557E-6
-14.650919E-3	-16.982295E-3	251.971185E-6
-14.649980E-3	-16.981401E-3	251.926482E-6
-14.648817E-3	-16.980864E-3	251.501799E-6
-14.647141E-3	-16.979836E-3	250.719488E-6
-14.644817E-3	-16.977444E-3	249.646604E-6
-14.641933E-3	-16.973779E-3	248.506665E-6
-14.638580E-3	-16.969487E-3	247.679651E-6
-14.634557E-3	-16.964704E-3	247.344375E-6
-14.629416E-3	-16.958781E-3	247.344375E-6
-14.622666E-3	-16.951337E-3	247.433782E-6
-14.614038E-3	-16.943157E-3	247.679651E-6
-14.603220E-3	-16.935334E-3	248.216093E-6
-14.589675E-3	-16.927958E-3	249.132514E-6
-14.572598E-3	-16.919553E-3	250.250101E-6
-14.551386E-3	-16.908333E-3	251.255929E-6
-14.525771E-3	-16.893581E-3	251.993537E-6
-14.495775E-3	-16.875453E-3	252.351165E-6
-14.461488E-3	-16.853973E-3	252.239406E-6
-14.422931E-3	-16.828515E-3	251.524150E-6
-14.380261E-3	-16.798675E-3	250.026584E-6
-14.334105E-3	-16.765125E-3	247.724354E-6
-14.285378E-3	-16.729206E-3	244.729221E-6
-14.235109E-3	-16.691990E-3	241.219997E-6
-14.184304E-3	-16.653858E-3	237.241387E-6
-14.134146E-3	-16.615301E-3	232.882798E-6
-14.086135E-3	-16.577639E-3	228.367746E-6
-14.041677E-3	-16.542636E-3	224.120915E-6
-14.001735E-3	-16.511321E-3	220.455229E-6
-13.966799E-3	-16.483694E-3	217.393041E-6
-13.937004E-3	-16.459532E-3	214.822590E-6
-13.912596E-3	-16.439348E-3	212.833285E-6
-13.893574E-3	-16.423948E-3	211.559236E-6
-13.879605E-3	-16.413353E-3	211.045146E-6
-13.870016E-3	-16.406581E-3	211.089849E-6
-13.864182E-3	-16.402602E-3	211.447477E-6
-13.861768E-3	-16.401328E-3	212.050974E-6
-13.862640E-3	-16.403385E-3	212.967396E-6
-13.866618E-3	-16.408972E-3	214.174390E-6
-13.873346E-3	-16.417332E-3	215.426087E-6
-13.882577E-3	-16.427770E-3	216.476619E-6
-13.894267E-3	-16.440399E-3	217.147171E-6
-13.908416E-3	-16.455777E-3	217.370689E-6
-13.924956E-3	-16.473815E-3	216.990709E-6
-13.943575E-3	-16.493484E-3	215.828419E-6
-13.963938E-3	-16.513646E-3	213.772058E-6
-13.985798E-3	-16.534097E-3	211.045146E-6
-14.008954E-3	-16.555220E-3	208.161771E-6
-14.032982E-3	-16.576856E-3	205.591321E-6
-14.057301E-3	-16.597979E-3	203.534961E-6
-14.081419E-3	-16.617604E-3	202.149153E-6
-14.105022E-3	-16.635753E-3	201.635063E-6
-14.128000E-3	-16.653076E-3	202.193856E-6
-14.150061E-3	-16.669706E-3	203.847885E-6
-14.170937E-3	-16.684882E-3	206.328928E-6
-14.190495E-3	-16.697980E-3	209.279358E-6
-14.208980E-3	-16.709268E-3	212.475657E-6
-14.226705E-3	-16.719684E-3	215.850770E-6
-14.243871E-3	-16.729586E-3	219.270587E-6
-14.260411E-3	-16.738527E-3	222.444534E-6
-14.276370E-3	-16.746081E-3	225.126743E-6
-14.291950E-3	-16.752765E-3	227.361917E-6
-14.307462E-3	-16.759560E-3	229.284167E-6
-14.322907E-3	-16.766757E-3	231.005251E-6
-14.338173E-3	-16.773775E-3	232.346356E-6
-14.353171E-3	-16.780011E-3	233.218074E-6
-14.367990E-3	-16.785823E-3	233.665109E-6
-14.382809E-3	-16.792081E-3	233.978033E-6
-14.397606E-3	-16.799100E-3	234.290957E-6
-14.412135E-3	-16.806208E-3	234.536827E-6
-14.426172E-3	-16.812779E-3	234.603882E-6
-14.439628E-3	-16.818970E-3	234.492123E-6
-14.452547E-3	-16.825475E-3	234.290957E-6
-14.464796E-3	-16.832359E-3	234.045088E-6
-14.476128E-3	-16.838774E-3	233.598053E-6
-14.486410E-3	-16.844004E-3	232.949853E-6
-14.495775E-3	-16.848318E-3	232.145190E-6
-14.504470E-3	-16.852587E-3	231.474638E-6
-14.512606E-3	-16.857147E-3	231.027603E-6
-14.520139E-3	-16.861461E-3	230.647624E-6
-14.527023E-3	-16.865060E-3	230.222940E-6
-14.533505E-3	-16.868345E-3	229.708850E-6
-14.539808E-3	-16.872168E-3	229.306519E-6
-14.546022E-3	-16.876794E-3	228.993595E-6
-14.551990E-3	-16.881444E-3	228.591263E-6
-14.557578E-3	-16.885422E-3	227.987766E-6
-14.562875E-3	-16.888931E-3	227.272511E-6
-14.568038E-3	-16.892709E-3	226.736069E-6
-14.573000E-3	-16.896889E-3	226.646662E-6
-14.577605E-3	-16.900711E-3	226.937234E-6
-14.581718E-3	-16.903549E-3	227.451324E-6
-14.585495E-3	-16.905673E-3	228.211284E-6
-14.589138E-3	-16.907953E-3	229.284167E-6
-14.592670E-3	-16.910613E-3	230.669975E-6
-14.595844E-3	-16.913004E-3	232.189894E-6
-14.598526E-3	-16.914524E-3	233.687460E-6
-14.600784E-3	-16.915441E-3	235.117972E-6
-14.602840E-3	-16.916692E-3	236.615539E-6
-14.604740E-3	-16.918525E-3	238.224864E-6
-14.606394E-3	-16.920291E-3	239.700079E-6
-14.607713E-3	-16.921386E-3	240.840018E-6
-14.608853E-3	-16.922079E-3	241.599977E-6
-14.609970E-3	-16.923197E-3	242.114067E-6
-14.611132E-3	-16.924895E-3	242.494047E-6
-14.612161E-3	-16.926438E-3	242.672861E-6
-14.613055E-3	-16.927220E-3	242.628157E-6
-14.613971E-3	-16.927578E-3	242.426991E-6
-14.615111E-3	-16.928293E-3	242.315233E-6
-14.616475E-3	-16.929567E-3	242.382288E-6
-14.617816E-3	-16.930662E-3	242.605805E-6
-14.618978E-3	-16.930997E-3	242.918730E-6
-14.620073E-3	-16.930863E-3	243.343413E-6
-14.621191E-3	-16.931154E-3	244.036317E-6
-14.622331E-3	-16.932026E-3	245.019794E-6
-14.623269E-3	-16.932808E-3	246.092677E-6
-14.623940E-3	-16.932897E-3	247.031450E-6
-14.624499E-3	-16.932584E-3	247.813761E-6
-14.625169E-3	-16.932674E-3	248.596072E-6
-14.625929E-3	-16.933322E-3	249.400735E-6
-14.626622E-3	-16.933836E-3	250.048935E-6
-14.627092E-3	-16.933680E-3	250.384212E-6
-14.627516E-3	-16.933277E-3	250.384212E-6
-14.628142E-3	-16.933501E-3	250.272453E-6
-14.629059E-3	-16.934529E-3	250.138342E-6
-14.630087E-3	-16.935691E-3	249.937177E-6
-14.631137E-3	-16.936250E-3	249.601901E-6
-14.632188E-3	-16.936496E-3	249.177217E-6
-14.633328E-3	-16.937144E-3	248.819590E-6
-14.634468E-3	-16.938306E-3	248.640776E-6
-14.635339E-3	-16.939245E-3	248.506665E-6
-14.635876E-3	-16.939335E-3	248.372555E-6
-14.636189E-3	-16.938932E-3	248.238444E-6
-14.636502E-3	-16.938888E-3	248.283148E-6
-14.636949E-3	-16.939379E-3	248.551369E-6
-14.637463E-3	-16.939782E-3	248.931348E-6
-14.637999E-3	-16.939536E-3	249.311328E-6
-14.638759E-3	-16.938999E-3	249.713659E-6
-14.639854E-3	-16.939022E-3	250.294805E-6
-14.641151E-3	-16.939759E-3	251.054764E-6
-14.642268E-3	-16.940542E-3	251.837075E-6
-14.642939E-3	-16.940832E-3	252.373517E-6
-14.643274E-3	-16.940922E-3	252.708793E-6
-14.643408E-3	-16.941570E-3	252.977014E-6
-14.643431E-3	-16.942821E-3	253.222883E-6
-14.643252E-3	-16.943805E-3	253.334641E-6
-14.642850E-3	-16.943827E-3	253.222883E-6
-14.642380E-3	-16.943246E-3	252.932310E-6
-14.642067E-3	-16.942956E-3	252.619386E-6
-14.641911E-3	-16.943201E-3	252.328813E-6
-14.641732E-3	-16.943336E-3	251.926482E-6
-14.641441E-3	-16.942732E-3	251.345336E-6
-14.641128E-3	-16.941749E-3	250.652432E-6
-14.640972E-3	-16.941167E-3	250.071287E-6
-14.640994E-3	-16.941234E-3	249.624252E-6
-14.640972E-3	-16.941257E-3	249.177217E-6
-14.640838E-3	-16.940720E-3	248.640776E-6
-14.640681E-3	-16.940005E-3	248.081982E-6
-14.640681E-3	-16.939893E-3	247.746706E-6
-14.640860E-3	-16.940631E-3	247.702003E-6
-14.641106E-3	-16.941503E-3	247.858465E-6
-14.641419E-3	-16.941950E-3	248.059630E-6
-14.641911E-3	-16.942263E-3	248.327851E-6
-14.642738E-3	-16.943157E-3	248.774886E-6
-14.643766E-3	-16.944632E-3	249.423087E-6
-14.644772E-3	-16.945884E-3	250.115991E-6
-14.645554E-3	-16.946308E-3	250.652432E-6
-14.646225E-3	-16.946197E-3	251.054764E-6
-14.646985E-3	-16.946398E-3	251.479447E-6
-14.647856E-3	-16.947113E-3	251.993537E-6
-14.648661E-3	-16.947672E-3	252.485275E-6
-14.649287E-3	-16.947582E-3	252.775848E-6
-14.649846E-3	-16.947180E-3	252.932310E-6
-14.650427E-3	-16.947247E-3	253.155828E-6
-14.650986E-3	-16.947873E-3	253.491104E-6
-14.651343E-3	-16.948387E-3	253.826380E-6
-14.651410E-3	-16.948186E-3	254.027545E-6
-14.651343E-3	-16.947627E-3	254.184008E-6
-14.651388E-3	-16.947582E-3	254.474580E-6
-14.651656E-3	-16.948208E-3	254.943967E-6
-14.651991E-3	-16.948879E-3	255.368650E-6
-14.652260E-3	-16.948968E-3	255.592167E-6
-14.652550E-3	-16.948856E-3	255.592167E-6
-14.652953E-3	-16.949259E-3	255.569816E-6
-14.653444E-3	-16.950287E-3	255.547464E-6
-14.653847E-3	-16.951181E-3	255.458057E-6
-14.654048E-3	-16.951382E-3	255.212188E-6
-14.654182E-3	-16.951293E-3	254.899263E-6
-14.654338E-3	-16.951628E-3	254.787505E-6
-14.654517E-3	-16.952433E-3	254.966319E-6
-14.654472E-3	-16.952880E-3	255.346298E-6
-14.654137E-3	-16.952366E-3	255.770981E-6
-14.653645E-3	-16.951248E-3	256.240368E-6
-14.653176E-3	-16.950443E-3	256.799161E-6
-14.652796E-3	-16.950287E-3	257.447362E-6
-14.652304E-3	-16.950198E-3	257.916749E-6
-14.651656E-3	-16.949594E-3	257.983804E-6
-14.651053E-3	-16.948812E-3	257.626176E-6
-14.650762E-3	-16.948611E-3	257.045031E-6
-14.650740E-3	-16.949147E-3	256.262720E-6
-14.650829E-3	-16.949706E-3	255.279243E-6
-14.650807E-3	-16.949750E-3	254.072249E-6
-14.650695E-3	-16.949639E-3	252.798200E-6
-14.650673E-3	-16.950063E-3	251.792371E-6
-14.650673E-3	-16.951114E-3	251.211226E-6
-14.650606E-3	-16.952030E-3	250.965357E-6
-14.650404E-3	-16.952276E-3	251.032412E-6
-14.650226E-3	-16.952164E-3	251.434743E-6
-14.650315E-3	-16.952455E-3	252.284110E-6
-14.650695E-3	-16.953170E-3	253.558159E-6
-14.651164E-3	-16.953528E-3	254.966319E-6
-14.651656E-3	-16.952880E-3	256.240368E-6
-14.652215E-3	-16.951740E-3	257.246196E-6
-14.652930E-3	-16.951069E-3	258.050859E-6
-14.653713E-3	-16.951226E-3	258.676708E-6
-14.654249E-3	-16.951673E-3	258.989632E-6
-14.654428E-3	-16.951919E-3	258.900225E-6
-14.654338E-3	-16.952254E-3	258.520246E-6
-14.654204E-3	-16.953282E-3	258.117914E-6
-14.654115E-3	-16.954869E-3	257.782638E-6
-14.653936E-3	-16.956098E-3	257.402658E-6
-14.653668E-3	-16.956300E-3	256.910920E-6
-14.653444E-3	-16.955763E-3	256.374478E-6
-14.653422E-3	-16.955383E-3	256.061554E-6
-14.653534E-3	-16.955405E-3	256.061554E-6
-14.653668E-3	-16.955338E-3	256.329775E-6
-14.653757E-3	-16.954847E-3	256.687403E-6
-14.653958E-3	-16.954467E-3	257.156789E-6
-14.654450E-3	-16.955025E-3	257.827342E-6
-14.655165E-3	-16.956501E-3	258.654356E-6
-14.655858E-3	-16.957931E-3	259.436667E-6
-14.656372E-3	-16.958557E-3	259.995461E-6
-14.656752E-3	-16.958579E-3	260.308385E-6
-14.657222E-3	-16.958736E-3	260.554254E-6
-14.657758E-3	-16.959116E-3	260.710716E-6
-14.658116E-3	-16.959004E-3	260.666013E-6
-14.658093E-3	-16.957931E-3	260.308385E-6
-14.657803E-3	-16.956456E-3	259.727240E-6
-14.657401E-3	-16.955607E-3	259.168446E-6
-14.657021E-3	-16.955763E-3	258.743763E-6
-14.656551E-3	-16.956277E-3	258.408487E-6
-14.655992E-3	-16.956545E-3	258.028507E-6
-14.655456E-3	-16.956747E-3	257.715583E-6
-14.655143E-3	-16.957462E-3	257.648528E-6
-14.655054E-3	-16.958602E-3	257.916749E-6
-14.655009E-3	-16.959317E-3	258.408487E-6
-14.654920E-3	-16.959094E-3	258.967280E-6
-14.654875E-3	-16.958423E-3	259.570777E-6
-14.655054E-3	-16.958199E-3	260.353088E-6
-14.655434E-3	-16.958602E-3	261.358917E-6
-14.655769E-3	-16.958892E-3	262.431800E-6
-14.655992E-3	-16.958512E-3	263.459980E-6
-14.656216E-3	-16.957819E-3	264.465809E-6
-14.656529E-3	-16.957596E-3	265.538692E-6
-14.656909E-3	-16.957887E-3	266.678631E-6
-14.657110E-3	-16.958021E-3	267.729163E-6
-14.657088E-3	-16.957507E-3	268.511474E-6
-14.656954E-3	-16.956814E-3	269.025564E-6
-14.656931E-3	-16.956769E-3	269.427896E-6
-14.657021E-3	-16.957507E-3	269.763172E-6
-14.657110E-3	-16.958311E-3	269.941986E-6
-14.657155E-3	-16.958646E-3	269.852579E-6
-14.657289E-3	-16.958892E-3	269.606709E-6
-14.657669E-3	-16.959742E-3	269.405544E-6
-14.658295E-3	-16.961195E-3	269.316137E-6
-14.658943E-3	-16.962446E-3	269.226730E-6
-14.659502E-3	-16.962871E-3	269.070268E-6
-14.660038E-3	-16.962916E-3	268.824399E-6
-14.660731E-3	-16.963430E-3	268.623233E-6
-14.661491E-3	-16.964592E-3	268.489122E-6
-14.662072E-3	-16.965665E-3	268.265605E-6
-14.662363E-3	-16.966134E-3	267.840922E-6
-14.662497E-3	-16.966335E-3	267.304480E-6
-14.662676E-3	-16.966961E-3	266.835093E-6
-14.662944E-3	-16.967990E-3	266.566873E-6
-14.663167E-3	-16.968593E-3	266.410410E-6
-14.663279E-3	-16.968235E-3	266.253948E-6
-14.663458E-3	-16.967386E-3	266.142190E-6
-14.663860E-3	-16.966917E-3	266.298652E-6
-14.664397E-3	-16.966984E-3	266.745687E-6
-14.664844E-3	-16.966872E-3	267.304480E-6
-14.665022E-3	-16.966201E-3	267.751515E-6
-14.665090E-3	-16.965441E-3	268.086791E-6
-14.665224E-3	-16.965374E-3	268.422067E-6
-14.665492E-3	-16.966023E-3	268.779695E-6
-14.665671E-3	-16.966514E-3	269.003212E-6
-14.665715E-3	-16.966291E-3	269.003212E-6
-14.665715E-3	-16.965732E-3	268.824399E-6
-14.665827E-3	-16.965665E-3	268.757343E-6
-14.666051E-3	-16.966224E-3	268.869102E-6
-14.666207E-3	-16.966715E-3	269.047916E-6
-14.666252E-3	-16.966648E-3	269.159675E-6
-14.666364E-3	-16.966514E-3	269.293785E-6
-14.666699E-3	-16.967118E-3	269.584358E-6
-14.667235E-3	-16.968481E-3	270.031393E-6
-14.667660E-3	-16.969733E-3	270.456076E-6
-14.667884E-3	-16.970269E-3	270.612538E-6
-14.667951E-3	-16.970471E-3	270.545483E-6
-14.668018E-3	-16.971007E-3	270.389020E-6
-14.668152E-3	-16.971856E-3	270.210207E-6
-14.668219E-3	-16.972259E-3	269.919634E-6
-14.668174E-3	-16.971678E-3	269.427896E-6
-14.668196E-3	-16.970672E-3	268.824399E-6
-14.668465E-3	-16.970113E-3	268.310308E-6
-14.668956E-3	-16.970202E-3	268.019736E-6
-14.669493E-3	-16.970314E-3	267.863274E-6
-14.669918E-3	-16.969979E-3	267.818570E-6
-14.670365E-3	-16.969666E-3	267.930329E-6
-14.670879E-3	-16.970158E-3	268.355012E-6
-14.671393E-3	-16.971454E-3	269.114971E-6
-14.671706E-3	-16.972683E-3	269.986689E-6
-14.671750E-3	-16.973332E-3	270.746648E-6
-14.671683E-3	-16.973734E-3	271.372497E-6
-14.671728E-3	-16.974561E-3	271.975994E-6
-14.671884E-3	-16.975768E-3	272.557139E-6
-14.671952E-3	-16.976483E-3	272.959471E-6
-14.671817E-3	-16.976215E-3	273.071229E-6
