Record #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PMRecord #:  3
Notes :
1.	Sirisha - 39 - F, Normal,
Spontaneous blinks ~ 3 mins
Electrode placement: 1
Ch1, Ch2- vertical channel, Ch3-Hrzontal (L- positive, R - negative)
LPF: order= 4, Cut-off:15 Hz
Only one common reference for Ch-A and Ch-B


6/20/20224:22:42 PM
Volts Data

CH1	CH2	CH3	
-14.673941E-3	-16.974606E-3	258.117914E-6
-14.674701E-3	-16.974628E-3	258.162618E-6
-14.675595E-3	-16.975008E-3	258.252025E-6
-14.676467E-3	-16.975723E-3	258.386135E-6
-14.677048E-3	-16.976148E-3	258.430839E-6
-14.677271E-3	-16.975835E-3	258.207321E-6
-14.677338E-3	-16.975388E-3	257.804990E-6
-14.677517E-3	-16.975522E-3	257.469714E-6
-14.677808E-3	-16.976126E-3	257.246196E-6
-14.678076E-3	-16.976371E-3	257.112086E-6
-14.678210E-3	-16.975813E-3	256.977975E-6
-14.678322E-3	-16.974986E-3	256.955624E-6
-14.678478E-3	-16.974606E-3	257.201493E-6
-14.678545E-3	-16.974583E-3	257.715583E-6
-14.678366E-3	-16.974226E-3	258.341432E-6
-14.677964E-3	-16.973242E-3	258.989632E-6
-14.677607E-3	-16.972303E-3	259.727240E-6
-14.677539E-3	-16.972214E-3	260.710716E-6
-14.677763E-3	-16.972952E-3	261.873007E-6
-14.678143E-3	-16.973667E-3	263.012946E-6
-14.678612E-3	-16.973913E-3	263.862312E-6
-14.679261E-3	-16.974136E-3	264.398754E-6
-14.680110E-3	-16.974986E-3	264.666975E-6
-14.680915E-3	-16.976237E-3	264.644623E-6
-14.681384E-3	-16.977020E-3	264.264643E-6
-14.681496E-3	-16.976930E-3	263.527036E-6
-14.681451E-3	-16.976573E-3	262.632966E-6
-14.681473E-3	-16.976751E-3	261.805952E-6
-14.681607E-3	-16.977377E-3	261.113048E-6
-14.681719E-3	-16.977713E-3	260.353088E-6
-14.681764E-3	-16.977377E-3	259.414315E-6
-14.681920E-3	-16.976953E-3	258.386135E-6
-14.682256E-3	-16.977109E-3	257.492065E-6
-14.682636E-3	-16.977735E-3	256.888568E-6
-14.682882E-3	-16.978025E-3	256.530941E-6
-14.682882E-3	-16.977713E-3	256.441534E-6
-14.682882E-3	-16.977400E-3	256.709754E-6
-14.683127E-3	-16.977914E-3	257.469714E-6
-14.683619E-3	-16.979143E-3	258.676708E-6
-14.684133E-3	-16.980216E-3	260.040164E-6
-14.684536E-3	-16.980663E-3	261.314213E-6
-14.684893E-3	-16.980954E-3	262.454152E-6
-14.685228E-3	-16.981646E-3	263.527036E-6
-14.685407E-3	-16.982518E-3	264.488161E-6
-14.685251E-3	-16.982764E-3	265.091658E-6
-14.684759E-3	-16.982026E-3	265.248120E-6
-14.684245E-3	-16.980976E-3	265.091658E-6
-14.683954E-3	-16.980506E-3	264.845788E-6
-14.683910E-3	-16.980596E-3	264.599919E-6
-14.683887E-3	-16.980506E-3	264.286995E-6
-14.683798E-3	-16.979881E-3	263.862312E-6
-14.683776E-3	-16.979277E-3	263.527036E-6
-14.683887E-3	-16.979434E-3	263.459980E-6
-14.684133E-3	-16.980216E-3	263.549387E-6
-14.684290E-3	-16.980797E-3	263.504684E-6
-14.684245E-3	-16.980708E-3	263.102353E-6
-14.684156E-3	-16.980372E-3	262.320042E-6
-14.684111E-3	-16.980372E-3	261.403620E-6
-14.684021E-3	-16.980551E-3	260.509551E-6
-14.683753E-3	-16.980171E-3	259.660184E-6
-14.683239E-3	-16.979009E-3	258.788466E-6
-14.682636E-3	-16.977780E-3	258.050859E-6
-14.682032E-3	-16.977310E-3	257.581472E-6
-14.681384E-3	-16.977467E-3	257.380307E-6
-14.680557E-3	-16.977333E-3	257.223845E-6
-14.679573E-3	-16.976528E-3	257.022679E-6
-14.678702E-3	-16.975589E-3	256.799161E-6
-14.678165E-3	-16.975276E-3	256.665051E-6
-14.677897E-3	-16.975567E-3	256.620347E-6
-14.677763E-3	-16.975701E-3	256.486237E-6
-14.677651E-3	-16.975388E-3	256.218016E-6
-14.677741E-3	-16.975187E-3	255.905092E-6
-14.678076E-3	-16.975790E-3	255.770981E-6
-14.678568E-3	-16.976953E-3	255.838037E-6
-14.678948E-3	-16.977757E-3	255.972147E-6
-14.679149E-3	-16.977824E-3	256.128609E-6
-14.679417E-3	-16.977668E-3	256.419182E-6
-14.679864E-3	-16.978048E-3	257.022679E-6
-14.680423E-3	-16.978852E-3	257.939100E-6
-14.680825E-3	-16.979322E-3	258.967280E-6
-14.680915E-3	-16.979031E-3	260.017812E-6
-14.680780E-3	-16.978629E-3	261.090696E-6
-14.680579E-3	-16.978830E-3	262.320042E-6
-14.680222E-3	-16.979501E-3	263.571739E-6
-14.679663E-3	-16.979836E-3	264.666975E-6
-14.678903E-3	-16.979456E-3	265.382230E-6
-14.678232E-3	-16.978964E-3	265.784562E-6
-14.677875E-3	-16.979009E-3	265.985727E-6
-14.677830E-3	-16.979478E-3	265.963376E-6
-14.677897E-3	-16.979545E-3	265.628099E-6
-14.677987E-3	-16.978830E-3	264.979899E-6
-14.678255E-3	-16.977891E-3	264.175236E-6
-14.678702E-3	-16.977467E-3	263.459980E-6
-14.679238E-3	-16.977444E-3	262.878835E-6
-14.679596E-3	-16.977087E-3	262.342393E-6
-14.679775E-3	-16.976126E-3	261.738896E-6
-14.679909E-3	-16.975142E-3	261.157751E-6
-14.680132E-3	-16.974851E-3	260.710716E-6
-14.680400E-3	-16.975120E-3	260.330737E-6
-14.680512E-3	-16.975142E-3	259.883702E-6
-14.680400E-3	-16.974606E-3	259.190798E-6
-14.680244E-3	-16.974181E-3	258.408487E-6
-14.680199E-3	-16.974583E-3	257.715583E-6
-14.680199E-3	-16.975522E-3	257.179141E-6
-14.680088E-3	-16.976036E-3	256.665051E-6
-14.679886E-3	-16.975656E-3	256.061554E-6
-14.679819E-3	-16.975008E-3	255.502760E-6
-14.680021E-3	-16.974941E-3	255.122781E-6
-14.680356E-3	-16.975522E-3	254.921615E-6
-14.680669E-3	-16.976058E-3	254.720449E-6
-14.680870E-3	-16.976170E-3	254.429877E-6
-14.681093E-3	-16.976327E-3	254.094601E-6
-14.681429E-3	-16.977042E-3	253.893435E-6
-14.681853E-3	-16.978070E-3	253.871083E-6
-14.682166E-3	-16.978584E-3	253.826380E-6
-14.682300E-3	-16.978294E-3	253.692269E-6
-14.682412E-3	-16.977824E-3	253.513455E-6
-14.682569E-3	-16.977891E-3	253.491104E-6
-14.682658E-3	-16.978383E-3	253.602862E-6
-14.682546E-3	-16.978584E-3	253.736973E-6
-14.682278E-3	-16.978182E-3	253.804028E-6
-14.682144E-3	-16.977847E-3	253.915787E-6
-14.682367E-3	-16.978316E-3	254.251063E-6
-14.682926E-3	-16.979456E-3	254.765153E-6
-14.683597E-3	-16.980506E-3	255.279243E-6
-14.684357E-3	-16.980998E-3	255.681574E-6
-14.685251E-3	-16.981445E-3	255.994499E-6
-14.686324E-3	-16.982362E-3	256.396830E-6
-14.687397E-3	-16.983591E-3	256.866217E-6
-14.688246E-3	-16.984262E-3	257.268548E-6
-14.688827E-3	-16.984060E-3	257.514417E-6
-14.689296E-3	-16.983636E-3	257.693231E-6
-14.689878E-3	-16.983680E-3	257.961452E-6
-14.690481E-3	-16.984016E-3	258.296728E-6
-14.690951E-3	-16.983837E-3	258.564949E-6
-14.691286E-3	-16.982831E-3	258.676708E-6
-14.691666E-3	-16.981758E-3	258.699059E-6
-14.692180E-3	-16.981423E-3	258.833170E-6
-14.692716E-3	-16.981736E-3	259.056687E-6
-14.693052E-3	-16.981825E-3	259.235501E-6
-14.693096E-3	-16.981333E-3	259.235501E-6
-14.693007E-3	-16.980797E-3	259.146094E-6
-14.692985E-3	-16.980909E-3	259.146094E-6
-14.692962E-3	-16.981579E-3	259.190798E-6
-14.692895E-3	-16.982093E-3	259.190798E-6
-14.692917E-3	-16.982250E-3	259.056687E-6
-14.693342E-3	-16.982630E-3	258.877873E-6
-14.694370E-3	-16.983859E-3	258.833170E-6
-14.695823E-3	-16.985580E-3	258.922577E-6
-14.697321E-3	-16.986765E-3	258.989632E-6
-14.698617E-3	-16.986944E-3	259.011984E-6
-14.699668E-3	-16.986676E-3	259.123743E-6
-14.700517E-3	-16.986720E-3	259.436667E-6
-14.701143E-3	-16.986988E-3	259.928405E-6
-14.701456E-3	-16.986810E-3	260.353088E-6
-14.701590E-3	-16.986005E-3	260.531902E-6
-14.701769E-3	-16.985245E-3	260.554254E-6
-14.702126E-3	-16.985223E-3	260.554254E-6
-14.702484E-3	-16.985692E-3	260.531902E-6
-14.702640E-3	-16.985759E-3	260.308385E-6
-14.702484E-3	-16.985111E-3	259.749591E-6
-14.702193E-3	-16.984373E-3	258.944929E-6
-14.701925E-3	-16.984239E-3	258.028507E-6
-14.701612E-3	-16.984530E-3	257.022679E-6
-14.701165E-3	-16.984485E-3	255.860388E-6
-14.700651E-3	-16.983882E-3	254.586339E-6
-14.700383E-3	-16.983345E-3	253.468752E-6
-14.700517E-3	-16.983636E-3	252.820551E-6
-14.701031E-3	-16.984552E-3	252.686441E-6
-14.701702E-3	-16.985290E-3	252.999365E-6
-14.702462E-3	-16.985446E-3	253.558159E-6
-14.703333E-3	-16.985647E-3	254.362822E-6
-14.704317E-3	-16.986541E-3	255.391002E-6
-14.705211E-3	-16.987838E-3	256.553292E-6
-14.705859E-3	-16.988575E-3	257.603824E-6
-14.706217E-3	-16.988352E-3	258.386135E-6
-14.706552E-3	-16.987771E-3	258.944929E-6
-14.707066E-3	-16.987681E-3	259.414315E-6
-14.707647E-3	-16.988017E-3	259.704888E-6
-14.708072E-3	-16.988017E-3	259.727240E-6
-14.708273E-3	-16.987368E-3	259.369612E-6
-14.708363E-3	-16.986653E-3	258.855522E-6
-14.708452E-3	-16.986430E-3	258.363783E-6
-14.708407E-3	-16.986541E-3	257.983804E-6
-14.708139E-3	-16.986161E-3	257.581472E-6
-14.707737E-3	-16.985089E-3	257.112086E-6
-14.707446E-3	-16.983993E-3	256.665051E-6
-14.707491E-3	-16.983680E-3	256.419182E-6
-14.707670E-3	-16.983993E-3	256.329775E-6
-14.707737E-3	-16.984150E-3	256.240368E-6
-14.707558E-3	-16.983837E-3	255.994499E-6
-14.707245E-3	-16.983591E-3	255.703926E-6
-14.706977E-3	-16.983971E-3	255.480409E-6
-14.706686E-3	-16.984798E-3	255.323946E-6
-14.706261E-3	-16.985267E-3	255.145133E-6
-14.705680E-3	-16.985156E-3	254.921615E-6
-14.705054E-3	-16.985089E-3	254.809856E-6
-14.704496E-3	-16.985737E-3	254.943967E-6
-14.703870E-3	-16.986787E-3	255.301595E-6
-14.702998E-3	-16.987391E-3	255.659223E-6
-14.701948E-3	-16.987190E-3	255.838037E-6
-14.700897E-3	-16.986743E-3	255.927444E-6
-14.700092E-3	-16.986787E-3	255.994499E-6
-14.699467E-3	-16.987167E-3	256.016850E-6
-14.698863E-3	-16.987145E-3	255.793333E-6
-14.698282E-3	-16.986541E-3	255.234540E-6
-14.697857E-3	-16.986072E-3	254.519284E-6
-14.697678E-3	-16.986452E-3	253.915787E-6
-14.697567E-3	-16.987413E-3	253.513455E-6
-14.697276E-3	-16.988017E-3	253.312290E-6
-14.696673E-3	-16.987815E-3	253.200531E-6
-14.695890E-3	-16.987234E-3	253.334641E-6
-14.695130E-3	-16.986765E-3	253.804028E-6
-14.694281E-3	-16.986184E-3	254.541636E-6
-14.693275E-3	-16.984664E-3	255.256891E-6
-14.692113E-3	-16.982161E-3	255.815685E-6
-14.690973E-3	-16.979545E-3	256.218016E-6
-14.689989E-3	-16.977824E-3	256.553292E-6
-14.689073E-3	-16.977020E-3	256.709754E-6
-14.688157E-3	-16.976438E-3	256.530941E-6
-14.687285E-3	-16.975790E-3	255.994499E-6
-14.686704E-3	-16.975567E-3	255.212188E-6
-14.686547E-3	-16.976237E-3	254.407525E-6
-14.686704E-3	-16.977444E-3	253.625214E-6
-14.686972E-3	-16.978271E-3	252.708793E-6
-14.687285E-3	-16.978383E-3	251.658261E-6
-14.687732E-3	-16.978383E-3	250.630081E-6
-14.688358E-3	-16.978852E-3	249.870121E-6
-14.688984E-3	-16.979635E-3	249.423087E-6
-14.689319E-3	-16.979881E-3	249.154866E-6
-14.689252E-3	-16.979344E-3	248.998404E-6
-14.688917E-3	-16.978674E-3	249.065459E-6
-14.688492E-3	-16.978562E-3	249.467790E-6
-14.687955E-3	-16.978875E-3	250.160694E-6
-14.687218E-3	-16.978897E-3	250.898302E-6
-14.686368E-3	-16.978472E-3	251.479447E-6
-14.685720E-3	-16.978204E-3	252.015889E-6
-14.685474E-3	-16.978674E-3	252.619386E-6
-14.685519E-3	-16.979478E-3	253.245234E-6
-14.685631E-3	-16.979747E-3	253.714621E-6
-14.685676E-3	-16.979210E-3	253.982842E-6
-14.685743E-3	-16.978517E-3	254.139304E-6
-14.685899E-3	-16.978361E-3	254.318118E-6
-14.686033E-3	-16.978517E-3	254.563987E-6
-14.685988E-3	-16.978227E-3	254.675746E-6
-14.685720E-3	-16.977333E-3	254.586339E-6
-14.685474E-3	-16.976528E-3	254.407525E-6
-14.685474E-3	-16.976483E-3	254.295766E-6
-14.685787E-3	-16.976953E-3	254.251063E-6
-14.686190E-3	-16.977131E-3	254.116952E-6
-14.686637E-3	-16.976751E-3	253.804028E-6
-14.687151E-3	-16.976483E-3	253.468752E-6
-14.687687E-3	-16.977020E-3	253.356993E-6
-14.688089E-3	-16.978048E-3	253.513455E-6
-14.688112E-3	-16.978741E-3	253.781676E-6
-14.687732E-3	-16.978763E-3	254.027545E-6
-14.687195E-3	-16.978741E-3	254.318118E-6
-14.686726E-3	-16.979322E-3	254.653394E-6
-14.686391E-3	-16.980283E-3	254.966319E-6
-14.686167E-3	-16.980752E-3	255.033374E-6
-14.686145E-3	-16.980484E-3	254.854560E-6
-14.686435E-3	-16.980015E-3	254.563987E-6
-14.687084E-3	-16.980015E-3	254.474580E-6
-14.687821E-3	-16.980216E-3	254.586339E-6
-14.688335E-3	-16.979836E-3	254.809856E-6
-14.688469E-3	-16.978651E-3	255.055726E-6
-14.688402E-3	-16.977355E-3	255.435705E-6
-14.688291E-3	-16.976662E-3	256.039202E-6
-14.688045E-3	-16.976349E-3	256.821513E-6
-14.687553E-3	-16.975656E-3	257.626176E-6
-14.686771E-3	-16.974449E-3	258.430839E-6
-14.685877E-3	-16.973421E-3	259.324908E-6
-14.685005E-3	-16.973265E-3	260.509551E-6
-14.684089E-3	-16.973712E-3	261.917710E-6
-14.683038E-3	-16.974002E-3	263.370574E-6
-14.681943E-3	-16.973868E-3	264.756382E-6
-14.681049E-3	-16.973846E-3	266.097486E-6
-14.680468E-3	-16.974472E-3	267.550349E-6
-14.680177E-3	-16.975366E-3	268.958509E-6
-14.679998E-3	-16.975679E-3	270.143151E-6
-14.679931E-3	-16.975097E-3	270.947814E-6
-14.680199E-3	-16.974382E-3	271.439552E-6
-14.680825E-3	-16.974203E-3	271.685421E-6
-14.681652E-3	-16.974472E-3	271.640718E-6
-14.682434E-3	-16.974516E-3	271.171331E-6
-14.683083E-3	-16.974293E-3	270.210207E-6
-14.683798E-3	-16.974494E-3	269.025564E-6
-14.684647E-3	-16.975701E-3	267.840922E-6
-14.685519E-3	-16.977467E-3	266.745687E-6
-14.686167E-3	-16.978785E-3	265.628099E-6
-14.686525E-3	-16.979188E-3	264.465809E-6
-14.686771E-3	-16.979232E-3	263.325870E-6
-14.687039E-3	-16.979478E-3	262.342393E-6
-14.687218E-3	-16.979702E-3	261.493027E-6
-14.687106E-3	-16.979165E-3	260.643661E-6
-14.686726E-3	-16.977802E-3	259.704888E-6
-14.686279E-3	-16.976461E-3	258.877873E-6
-14.685921E-3	-16.975991E-3	258.296728E-6
-14.685519E-3	-16.976215E-3	257.961452E-6
-14.684848E-3	-16.976371E-3	257.670879E-6
-14.683954E-3	-16.976170E-3	257.335603E-6
-14.683038E-3	-16.976126E-3	256.977975E-6
-14.682345E-3	-16.976751E-3	256.821513E-6
-14.681853E-3	-16.977713E-3	256.799161E-6
-14.681518E-3	-16.978182E-3	256.776810E-6
-14.681339E-3	-16.977869E-3	256.665051E-6
-14.681473E-3	-16.977444E-3	256.553292E-6
-14.681876E-3	-16.977556E-3	256.597996E-6
-14.682323E-3	-16.977936E-3	256.866217E-6
-14.682524E-3	-16.977847E-3	257.201493E-6
-14.682502E-3	-16.977064E-3	257.581472E-6
-14.682524E-3	-16.976349E-3	258.117914E-6
-14.682792E-3	-16.976394E-3	258.944929E-6
-14.683239E-3	-16.977087E-3	259.995461E-6
-14.683597E-3	-16.977645E-3	261.001289E-6
-14.683776E-3	-16.977780E-3	261.828303E-6
-14.683910E-3	-16.978048E-3	262.565911E-6
-14.683954E-3	-16.978920E-3	263.303518E-6
-14.683798E-3	-16.979948E-3	264.063478E-6
-14.683306E-3	-16.980305E-3	264.577568E-6
-14.682524E-3	-16.979814E-3	264.801085E-6
-14.681831E-3	-16.979210E-3	264.823437E-6
-14.681451E-3	-16.979210E-3	264.778733E-6
-14.681362E-3	-16.979545E-3	264.711678E-6
-14.681339E-3	-16.979434E-3	264.465809E-6
-14.681339E-3	-16.978696E-3	263.974071E-6
-14.681496E-3	-16.978115E-3	263.370574E-6
-14.681831E-3	-16.978383E-3	262.856483E-6
-14.682211E-3	-16.979210E-3	262.387097E-6
-14.682367E-3	-16.979747E-3	261.828303E-6
-14.682300E-3	-16.979679E-3	261.068344E-6
-14.682211E-3	-16.979590E-3	260.330737E-6
-14.682256E-3	-16.980059E-3	259.794295E-6
-14.682367E-3	-16.980775E-3	259.526074E-6
-14.682367E-3	-16.980931E-3	259.459019E-6
-14.682300E-3	-16.980350E-3	259.481370E-6
-14.682323E-3	-16.979769E-3	259.704888E-6
-14.682613E-3	-16.979836E-3	260.286033E-6
-14.683083E-3	-16.980350E-3	261.135399E-6
-14.683507E-3	-16.980596E-3	262.051821E-6
-14.683820E-3	-16.980372E-3	262.834132E-6
-14.684178E-3	-16.980328E-3	263.594091E-6
-14.684625E-3	-16.981021E-3	264.398754E-6
-14.685005E-3	-16.982026E-3	265.203416E-6
-14.685139E-3	-16.982496E-3	265.829265E-6
-14.684960E-3	-16.982161E-3	266.164541E-6
-14.684603E-3	-16.981713E-3	266.298652E-6
-14.684245E-3	-16.981758E-3	266.365707E-6
-14.683843E-3	-16.982093E-3	266.298652E-6
-14.683329E-3	-16.981937E-3	265.985727E-6
-14.682725E-3	-16.981177E-3	265.270472E-6
-14.682300E-3	-16.980462E-3	264.175236E-6
-14.682166E-3	-16.980439E-3	262.767076E-6
-14.682189E-3	-16.980752E-3	261.023641E-6
-14.682166E-3	-16.980618E-3	258.922577E-6
-14.681987E-3	-16.979925E-3	256.575644E-6
-14.681809E-3	-16.979389E-3	254.251063E-6
-14.681742E-3	-16.979635E-3	252.328813E-6
-14.681697E-3	-16.980283E-3	250.831246E-6
-14.681540E-3	-16.980484E-3	249.713659E-6
-14.681272E-3	-16.979970E-3	248.976052E-6
-14.681093E-3	-16.979322E-3	248.707831E-6
-14.681116E-3	-16.979165E-3	248.998404E-6
-14.681183E-3	-16.979165E-3	249.758363E-6
-14.681093E-3	-16.978584E-3	250.630081E-6
-14.680803E-3	-16.977355E-3	251.412392E-6
-14.680423E-3	-16.976304E-3	252.149999E-6
-14.680043E-3	-16.976148E-3	252.865255E-6
-14.679618E-3	-16.976662E-3	253.491104E-6
-14.679037E-3	-16.977064E-3	253.848732E-6
-14.678389E-3	-16.977176E-3	253.804028E-6
-14.677964E-3	-16.977623E-3	253.491104E-6
-14.678076E-3	-16.978920E-3	253.111124E-6
-14.678590E-3	-16.980641E-3	252.686441E-6
-14.679305E-3	-16.981825E-3	252.127647E-6
-14.680043E-3	-16.982205E-3	251.524150E-6
-14.680870E-3	-16.982429E-3	251.099467E-6
-14.681764E-3	-16.983032E-3	251.032412E-6
-14.682524E-3	-16.983747E-3	251.367688E-6
-14.682904E-3	-16.983747E-3	251.881778E-6
-14.682993E-3	-16.982898E-3	252.507627E-6
-14.683016E-3	-16.982004E-3	253.245234E-6
-14.683127E-3	-16.981758E-3	254.161656E-6
-14.683284E-3	-16.981982E-3	255.122781E-6
-14.683306E-3	-16.981937E-3	255.882740E-6
-14.683239E-3	-16.981490E-3	256.307423E-6
-14.683262E-3	-16.981311E-3	256.508589E-6
-14.683597E-3	-16.981937E-3	256.642699E-6
-14.684133E-3	-16.982898E-3	256.665051E-6
-14.684670E-3	-16.983368E-3	256.508589E-6
-14.685184E-3	-16.983122E-3	256.195664E-6
-14.685765E-3	-16.982853E-3	255.860388E-6
-14.686458E-3	-16.983211E-3	255.703926E-6
-14.687128E-3	-16.983971E-3	255.659223E-6
-14.687575E-3	-16.984418E-3	255.525112E-6
-14.687777E-3	-16.984463E-3	255.234540E-6
-14.687799E-3	-16.984798E-3	254.899263E-6
-14.687687E-3	-16.985893E-3	254.675746E-6
-14.687330E-3	-16.987257E-3	254.541636E-6
-14.686681E-3	-16.987927E-3	254.407525E-6
-14.685877E-3	-16.987659E-3	254.228711E-6
-14.685139E-3	-16.987078E-3	254.161656E-6
-14.684625E-3	-16.986810E-3	254.362822E-6
-14.684200E-3	-16.986586E-3	254.787505E-6
-14.683709E-3	-16.985737E-3	255.234540E-6
-14.683217E-3	-16.984217E-3	255.659223E-6
-14.682904E-3	-16.982920E-3	256.128609E-6
-14.682949E-3	-16.982518E-3	256.709754E-6
-14.683239E-3	-16.982764E-3	257.335603E-6
-14.683530E-3	-16.982809E-3	257.804990E-6
-14.683753E-3	-16.982384E-3	258.073211E-6
-14.683843E-3	-16.982049E-3	258.229673E-6
-14.683753E-3	-16.982272E-3	258.453190E-6
-14.683329E-3	-16.982518E-3	258.654356E-6
-14.682457E-3	-16.982004E-3	258.654356E-6
-14.681272E-3	-16.980551E-3	258.363783E-6
-14.680132E-3	-16.979009E-3	257.894397E-6
-14.679305E-3	-16.978048E-3	257.402658E-6
-14.678769E-3	-16.977534E-3	256.888568E-6
-14.678389E-3	-16.976841E-3	256.218016E-6
-14.678210E-3	-16.975947E-3	255.458057E-6
-14.678344E-3	-16.975746E-3	254.765153E-6
-14.678791E-3	-16.976818E-3	254.318118E-6
-14.679283E-3	-16.978785E-3	254.139304E-6
-14.679551E-3	-16.980551E-3	254.139304E-6
-14.679573E-3	-16.981713E-3	254.251063E-6
-14.679506E-3	-16.982719E-3	254.675746E-6
-14.679484E-3	-16.983949E-3	255.502760E-6
-14.679439E-3	-16.984999E-3	256.620347E-6
-14.679238E-3	-16.985133E-3	257.849693E-6
-14.678925E-3	-16.984284E-3	258.989632E-6
-14.678679E-3	-16.983368E-3	260.151923E-6
-14.678635E-3	-16.983077E-3	261.336565E-6
-14.678702E-3	-16.983211E-3	262.498856E-6
-14.678724E-3	-16.983055E-3	263.325870E-6
-14.678702E-3	-16.982473E-3	263.728201E-6
-14.678746E-3	-16.982228E-3	263.817608E-6
-14.678970E-3	-16.982876E-3	263.728201E-6
-14.679216E-3	-16.984038E-3	263.459980E-6
-14.679261E-3	-16.984798E-3	262.901187E-6
-14.679171E-3	-16.984910E-3	262.051821E-6
-14.679082E-3	-16.984977E-3	261.157751E-6
-14.679082E-3	-16.985513E-3	260.442495E-6
-14.679015E-3	-16.986094E-3	259.928405E-6
-14.678724E-3	-16.985893E-3	259.526074E-6
-14.678232E-3	-16.984865E-3	259.123743E-6
-14.677875E-3	-16.983747E-3	258.855522E-6
-14.677785E-3	-16.983189E-3	258.855522E-6
-14.677919E-3	-16.982965E-3	259.101391E-6
-14.678076E-3	-16.982406E-3	259.391963E-6
-14.678188E-3	-16.981535E-3	259.704888E-6
-14.678456E-3	-16.981110E-3	260.151923E-6
-14.678925E-3	-16.981624E-3	260.844827E-6
-14.679439E-3	-16.982563E-3	261.716545E-6
-14.679775E-3	-16.983010E-3	262.543559E-6
-14.679842E-3	-16.982764E-3	263.281167E-6
-14.679819E-3	-16.982563E-3	264.018774E-6
-14.679775E-3	-16.982988E-3	264.868140E-6
-14.679618E-3	-16.983658E-3	265.762210E-6
-14.679193E-3	-16.983792E-3	266.522169E-6
-14.678545E-3	-16.983300E-3	267.058611E-6
-14.677919E-3	-16.982920E-3	267.438591E-6
-14.677428E-3	-16.983300E-3	267.796218E-6
-14.677003E-3	-16.984060E-3	268.042088E-6
-14.676444E-3	-16.984306E-3	268.019736E-6
-14.675818E-3	-16.983770E-3	267.729163E-6
-14.675394E-3	-16.983122E-3	267.304480E-6
-14.675327E-3	-16.982898E-3	266.969204E-6
-14.675595E-3	-16.982764E-3	266.723335E-6
-14.675952E-3	-16.982004E-3	266.455114E-6
-14.676332E-3	-16.980641E-3	266.142190E-6
-14.676712E-3	-16.979545E-3	265.851617E-6
-14.677115E-3	-16.979344E-3	265.739858E-6
-14.677361E-3	-16.979747E-3	265.695155E-6
-14.677271E-3	-16.979970E-3	265.561044E-6
-14.676914E-3	-16.979903E-3	265.315175E-6
-14.676534E-3	-16.980194E-3	265.069306E-6
-14.676288E-3	-16.981311E-3	264.979899E-6
-14.676109E-3	-16.982697E-3	264.957547E-6
-14.675863E-3	-16.983390E-3	264.778733E-6
-14.675595E-3	-16.983233E-3	264.376402E-6
-14.675505E-3	-16.982920E-3	263.884664E-6
-14.675595E-3	-16.983010E-3	263.504684E-6
-14.675684E-3	-16.983233E-3	263.236463E-6
-14.675550E-3	-16.982876E-3	263.012946E-6
-14.675148E-3	-16.981892E-3	262.767076E-6
-14.674678E-3	-16.981043E-3	262.677670E-6
-14.674231E-3	-16.980909E-3	262.878835E-6
-14.673762E-3	-16.981088E-3	263.325870E-6
-14.673091E-3	-16.980775E-3	263.795257E-6
-14.672354E-3	-16.979925E-3	264.197588E-6
-14.671750E-3	-16.979322E-3	264.711678E-6
-14.671437E-3	-16.979612E-3	265.382230E-6
-14.671192E-3	-16.980439E-3	266.119838E-6
-14.670834E-3	-16.980931E-3	266.700983E-6
-14.670365E-3	-16.980819E-3	267.013907E-6
-14.670029E-3	-16.980730E-3	267.259777E-6
-14.670007E-3	-16.981222E-3	267.617404E-6
-14.670163E-3	-16.981937E-3	268.131495E-6
-14.670365E-3	-16.982161E-3	268.623233E-6
-14.670588E-3	-16.981915E-3	268.980861E-6
-14.670968E-3	-16.981892E-3	269.316137E-6
-14.671616E-3	-16.982630E-3	269.740820E-6
-14.672376E-3	-16.983725E-3	270.210207E-6
-14.673024E-3	-16.984306E-3	270.567834E-6
-14.673539E-3	-16.984172E-3	270.746648E-6
-14.674053E-3	-16.984060E-3	270.880759E-6
-14.674611E-3	-16.984507E-3	271.104276E-6
-14.675014E-3	-16.985245E-3	271.372497E-6
-14.675125E-3	-16.985536E-3	271.484256E-6
-14.674969E-3	-16.985312E-3	271.283090E-6
-14.674723E-3	-16.985267E-3	270.903111E-6
-14.674477E-3	-16.985871E-3	270.456076E-6
-14.674120E-3	-16.986698E-3	269.986689E-6
-14.673539E-3	-16.986832E-3	269.427896E-6
-14.672868E-3	-16.986139E-3	268.824399E-6
-14.672376E-3	-16.985267E-3	268.444419E-6
-14.672264E-3	-16.984843E-3	268.489122E-6
-14.672443E-3	-16.984574E-3	268.913805E-6
-14.672667E-3	-16.983792E-3	269.517303E-6
-14.672913E-3	-16.982540E-3	270.120800E-6
-14.673203E-3	-16.981713E-3	270.791352E-6
-14.673583E-3	-16.981915E-3	271.528959E-6
-14.673829E-3	-16.982719E-3	272.221863E-6
-14.673762E-3	-16.983189E-3	272.601843E-6
