Record #:  2,,,
Notes :,,,
Sirisha – 39 – F,Normal,,
Partial blinks ~ 3 mins,,,
Electrode placement: 1,,,
Ch1,Ch2- vertical channel,Ch3-Hrzontal (L- positive,R – negative)
LPF: order= 4,Cut-off:15 Hz,,
Only one common reference for Ch-A and Ch-B,,,
SPS:256,,,
,,,
,,,
6/21/20225:42:56 PMRecord #:  2,,,
Notes :,,,
Sirisha – 39 – F,Normal,,
Partial blinks ~ 3 mins,,,
Electrode placement: 1,,,
Ch1,Ch2- vertical channel,Ch3-Hrzontal (L- positive,R – negative)
LPF: order= 4,Cut-off:15 Hz,,
Only one common reference for Ch-A and Ch-B,,,
SPS:256,,,
,,,
,,,
6/21/20225:42:56 PM,,,
Volts Data,,,
,,,
CH1	CH2	CH3,,,
-10.852642E-3	-33.304006E-3	-18.688157E-3,,,
-10.857917E-3	-33.311047E-3	-18.689476E-3,,,
-10.860689E-3	-33.313952E-3	-18.690638E-3,,,
-10.861091E-3	-33.311807E-3	-18.689655E-3,,,
-10.862321E-3	-33.310331E-3	-18.687800E-3,,,
-10.866299E-3	-33.314086E-3	-18.687733E-3,,,
-10.870837E-3	-33.320144E-3	-18.689789E-3,,,
-10.872647E-3	-33.322155E-3	-18.691398E-3,,,
-10.871753E-3	-33.319026E-3	-18.690526E-3,,,
-10.871463E-3	-33.316456E-3	-18.688492E-3,,,
-10.873720E-3	-33.318959E-3	-18.687956E-3,,,
-10.876559E-3	-33.323698E-3	-18.689319E-3,,,
-10.876872E-3	-33.324413E-3	-18.690012E-3,,,
-10.874726E-3	-33.320189E-3	-18.688180E-3,,,
-10.873474E-3	-33.316903E-3	-18.685274E-3,,,
-10.875039E-3	-33.319049E-3	-18.684156E-3,,,
-10.877430E-3	-33.323698E-3	-18.685296E-3,,,
-10.877520E-3	-33.324525E-3	-18.686235E-3,,,
-10.875531E-3	-33.320613E-3	-18.685050E-3,,,
-10.874838E-3	-33.317819E-3	-18.683106E-3,,,
-10.877363E-3	-33.320680E-3	-18.683128E-3,,,
-10.880984E-3	-33.326246E-3	-18.685386E-3,,,
-10.882482E-3	-33.328056E-3	-18.687285E-3,,,
-10.881901E-3	-33.325128E-3	-18.686838E-3,,,
-10.882370E-3	-33.323094E-3	-18.685363E-3,,,
-10.885566E-3	-33.326246E-3	-18.685564E-3,,,
-10.889165E-3	-33.331387E-3	-18.687733E-3,,,
-10.889880E-3	-33.332035E-3	-18.689297E-3,,,
-10.887757E-3	-33.327386E-3	-18.688492E-3,,,
-10.886081E-3	-33.323340E-3	-18.686973E-3,,,
-10.886751E-3	-33.324480E-3	-18.687755E-3,,,
-10.887645E-3	-33.327810E-3	-18.691286E-3,,,
-10.885678E-3	-33.327028E-3	-18.694907E-3,,,
-10.881118E-3	-33.321418E-3	-18.696517E-3,,,
-10.877453E-3	-33.316903E-3	-18.697232E-3,,,
-10.876648E-3	-33.318043E-3	-18.699601E-3,,,
-10.876760E-3	-33.321641E-3	-18.703669E-3,,,
-10.874793E-3	-33.321217E-3	-18.706709E-3,,,
-10.871150E-3	-33.315964E-3	-18.706709E-3,,,
-10.869227E-3	-33.311762E-3	-18.705167E-3,,,
-10.870837E-3	-33.313215E-3	-18.705010E-3,,,
-10.873564E-3	-33.317149E-3	-18.706731E-3,,,
-10.874055E-3	-33.317238E-3	-18.707804E-3,,,
-10.872446E-3	-33.312701E-3	-18.706463E-3,,,
-10.872021E-3	-33.309594E-3	-18.704161E-3,,,
-10.874592E-3	-33.312321E-3	-18.703669E-3,,,
-10.877877E-3	-33.317663E-3	-18.705279E-3,,,
-10.878637E-3	-33.319093E-3	-18.706307E-3,,,
-10.877118E-3	-33.315718E-3	-18.704832E-3,,,
-10.876738E-3	-33.313483E-3	-18.702351E-3,,,
-10.879375E-3	-33.316746E-3	-18.701702E-3,,,
-10.882773E-3	-33.322267E-3	-18.703200E-3,,,
-10.883711E-3	-33.323586E-3	-18.704206E-3,,,
-10.882415E-3	-33.319943E-3	-18.702820E-3,,,
-10.882102E-3	-33.317305E-3	-18.700562E-3,,,
-10.884583E-3	-33.319987E-3	-18.700249E-3,,,
-10.887511E-3	-33.324726E-3	-18.702216E-3,,,
-10.887735E-3	-33.325195E-3	-18.703893E-3,,,
-10.885544E-3	-33.320859E-3	-18.703423E-3,,,
-10.884427E-3	-33.317953E-3	-18.702261E-3,,,
-10.886304E-3	-33.320926E-3	-18.703133E-3,,,
-10.888986E-3	-33.326514E-3	-18.706150E-3,,,
-10.889366E-3	-33.328280E-3	-18.708542E-3,,,
-10.887802E-3	-33.325464E-3	-18.708363E-3,,,
-10.887645E-3	-33.323944E-3	-18.707022E-3,,,
-10.890685E-3	-33.327900E-3	-18.707290E-3,,,
-10.894574E-3	-33.333868E-3	-18.709414E-3,,,
-10.896072E-3	-33.335388E-3	-18.710777E-3,,,
-10.895424E-3	-33.331878E-3	-18.709637E-3,,,
-10.895938E-3	-33.329353E-3	-18.707514E-3,,,
-10.899290E-3	-33.332124E-3	-18.707201E-3,,,
-10.903224E-3	-33.336908E-3	-18.708855E-3,,,
-10.904655E-3	-33.337422E-3	-18.709905E-3,,,
-10.903940E-3	-33.333354E-3	-18.708609E-3,,,
-10.904409E-3	-33.330828E-3	-18.706530E-3,,,
-10.907650E-3	-33.334114E-3	-18.706508E-3,,,
-10.911316E-3	-33.339746E-3	-18.708698E-3,,,
-10.912277E-3	-33.341311E-3	-18.710442E-3,,,
-10.910958E-3	-33.338316E-3	-18.709973E-3,,,
-10.910779E-3	-33.336729E-3	-18.708788E-3,,,
-10.913439E-3	-33.340640E-3	-18.709503E-3,,,
-10.916568E-3	-33.346429E-3	-18.712163E-3,,,
-10.917172E-3	-33.347815E-3	-18.713951E-3,,,
-10.915719E-3	-33.344418E-3	-18.713035E-3,,,
-10.915674E-3	-33.342339E-3	-18.710956E-3,,,
-10.918692E-3	-33.345670E-3	-18.710487E-3,,,
-10.922380E-3	-33.350788E-3	-18.711805E-3,,,
-10.923609E-3	-33.351414E-3	-18.712297E-3,,,
-10.922737E-3	-33.347234E-3	-18.710420E-3,,,
-10.923073E-3	-33.344418E-3	-18.707827E-3,,,
-10.926113E-3	-33.346988E-3	-18.707313E-3,,,
-10.929421E-3	-33.351459E-3	-18.708900E-3,,,
-10.930002E-3	-33.351615E-3	-18.709928E-3,,,
-10.928415E-3	-33.347324E-3	-18.708654E-3,,,
-10.928035E-3	-33.344708E-3	-18.706687E-3,,,
-10.930426E-3	-33.347704E-3	-18.706709E-3,,,
-10.933176E-3	-33.352621E-3	-18.708676E-3,,,
-10.933287E-3	-33.353247E-3	-18.709950E-3,,,
-10.931298E-3	-33.349492E-3	-18.708766E-3,,,
-10.930605E-3	-33.347480E-3	-18.706821E-3,,,
-10.932729E-3	-33.351056E-3	-18.706821E-3,,,
-10.935187E-3	-33.356331E-3	-18.708788E-3,,,
-10.935053E-3	-33.357024E-3	-18.710062E-3,,,
-10.932952E-3	-33.353001E-3	-18.709056E-3,,,
-10.932282E-3	-33.350453E-3	-18.707491E-3,,,
-10.934494E-3	-33.353247E-3	-18.707961E-3,,,
-10.937110E-3	-33.357628E-3	-18.710308E-3,,,
-10.937132E-3	-33.357404E-3	-18.711716E-3,,,
-10.935143E-3	-33.352666E-3	-18.710487E-3,,,
-10.934561E-3	-33.349670E-3	-18.708341E-3,,,
-10.936841E-3	-33.352308E-3	-18.707983E-3,,,
-10.939479E-3	-33.356756E-3	-18.709458E-3,,,
-10.939501E-3	-33.356868E-3	-18.710062E-3,,,
-10.937624E-3	-33.352710E-3	-18.708274E-3,,,
-10.937266E-3	-33.350453E-3	-18.705815E-3,,,
-10.939814E-3	-33.353694E-3	-18.705346E-3,,,
-10.942720E-3	-33.358477E-3	-18.706664E-3,,,
-10.942966E-3	-33.358634E-3	-18.707067E-3,,,
-10.941178E-3	-33.354253E-3	-18.705010E-3,,,
-10.940731E-3	-33.351637E-3	-18.702328E-3,,,
-10.943033E-3	-33.354498E-3	-18.701769E-3,,,
-10.945581E-3	-33.358946E-3	-18.703289E-3,,,
-10.945402E-3	-33.358902E-3	-18.704228E-3,,,
-10.943167E-3	-33.354521E-3	-18.703021E-3,,,
-10.942206E-3	-33.351883E-3	-18.701322E-3,,,
-10.943905E-3	-33.354566E-3	-18.701613E-3,,,
-10.945782E-3	-33.358634E-3	-18.703736E-3,,,
-10.945089E-3	-33.358164E-3	-18.704943E-3,,,
-10.942630E-3	-33.353291E-3	-18.703692E-3,,,
-10.941759E-3	-33.350140E-3	-18.701635E-3,,,
-10.943837E-3	-33.352263E-3	-18.701345E-3,,,
-10.946363E-3	-33.355907E-3	-18.702619E-3,,,
-10.946453E-3	-33.355214E-3	-18.702865E-3,,,
-10.944776E-3	-33.350341E-3	-18.700674E-3,,,
-10.944530E-3	-33.347324E-3	-18.697836E-3,,,
-10.946967E-3	-33.349536E-3	-18.696964E-3,,,
-10.949582E-3	-33.353135E-3	-18.697903E-3,,,
-10.949627E-3	-33.352308E-3	-18.698081E-3,,,
-10.947816E-3	-33.347346E-3	-18.696159E-3,,,
-10.947391E-3	-33.344172E-3	-18.693879E-3,,,
-10.949604E-3	-33.346139E-3	-18.693767E-3,,,
-10.951973E-3	-33.349402E-3	-18.695578E-3,,,
-10.951772E-3	-33.348240E-3	-18.696718E-3,,,
-10.949716E-3	-33.342943E-3	-18.695712E-3,,,
-10.949001E-3	-33.339411E-3	-18.694237E-3,,,
-10.950811E-3	-33.340998E-3	-18.694706E-3,,,
-10.952644E-3	-33.343837E-3	-18.696919E-3,,,
-10.951750E-3	-33.342317E-3	-18.698193E-3,,,
-10.948844E-3	-33.336595E-3	-18.697120E-3,,,
-10.947011E-3	-33.332303E-3	-18.695287E-3,,,
-10.947615E-3	-33.332907E-3	-18.695109E-3,,,
-10.948688E-3	-33.335209E-3	-18.696584E-3,,,
-10.947861E-3	-33.334270E-3	-18.697456E-3,,,
-10.945871E-3	-33.330269E-3	-18.696472E-3,,,
-10.945514E-3	-33.328258E-3	-18.695086E-3,,,
-10.947816E-3	-33.330962E-3	-18.695377E-3,,,
-10.950454E-3	-33.334784E-3	-18.697076E-3,,,
-10.950878E-3	-33.334605E-3	-18.697791E-3,,,
-10.949716E-3	-33.330761E-3	-18.696338E-3,,,
-10.949738E-3	-33.328414E-3	-18.694282E-3,,,
-10.951951E-3	-33.330336E-3	-18.693745E-3,,,
-10.954075E-3	-33.332996E-3	-18.694527E-3,,,
-10.953717E-3	-33.331521E-3	-18.694371E-3,,,
-10.951661E-3	-33.326447E-3	-18.692136E-3,,,
-10.950767E-3	-33.323117E-3	-18.689498E-3,,,
-10.952041E-3	-33.324301E-3	-18.688649E-3,,,
-10.953270E-3	-33.326425E-3	-18.689297E-3,,,
-10.952242E-3	-33.324569E-3	-18.689208E-3,,,
-10.949805E-3	-33.319406E-3	-18.687285E-3,,,
-10.948889E-3	-33.316255E-3	-18.685207E-3,,,
-10.950364E-3	-33.317685E-3	-18.685140E-3,,,
-10.951772E-3	-33.319786E-3	-18.686682E-3,,,
-10.950699E-3	-33.317573E-3	-18.687420E-3,,,
-10.948107E-3	-33.311918E-3	-18.686235E-3,,,
-10.946989E-3	-33.308499E-3	-18.684871E-3,,,
-10.948218E-3	-33.309996E-3	-18.685453E-3,,,
-10.949314E-3	-33.312365E-3	-18.687442E-3,,,
-10.947905E-3	-33.310577E-3	-18.688358E-3,,,
-10.945112E-3	-33.305526E-3	-18.687062E-3,,,
-10.944016E-3	-33.302911E-3	-18.685363E-3,,,
-10.945581E-3	-33.305325E-3	-18.685453E-3,,,
-10.947235E-3	-33.308610E-3	-18.686816E-3,,,
-10.946564E-3	-33.307560E-3	-18.686950E-3,,,
-10.944441E-3	-33.302978E-3	-18.684849E-3,,,
-10.943860E-3	-33.300474E-3	-18.682413E-3,,,
-10.945603E-3	-33.302687E-3	-18.682010E-3,,,
-10.947213E-3	-33.305839E-3	-18.683329E-3,,,
-10.946341E-3	-33.305056E-3	-18.684134E-3,,,
-10.943927E-3	-33.301234E-3	-18.683352E-3,,,
-10.942899E-3	-33.299692E-3	-18.682592E-3,,,
-10.944106E-3	-33.302709E-3	-18.683776E-3,,,
-10.945044E-3	-33.306152E-3	-18.686190E-3,,,
-10.943435E-3	-33.305079E-3	-18.687375E-3,,,
-10.940239E-3	-33.300474E-3	-18.686324E-3,,,
-10.938361E-3	-33.297859E-3	-18.684961E-3,,,
-10.938540E-3	-33.299580E-3	-18.685363E-3,,,
-10.938406E-3	-33.301637E-3	-18.687084E-3,,,
-10.935813E-3	-33.299290E-3	-18.687576E-3,,,
-10.932058E-3	-33.293769E-3	-18.685788E-3,,,
-10.930248E-3	-33.290662E-3	-18.683486E-3,,,
-10.931186E-3	-33.292294E-3	-18.682681E-3,,,
-10.932349E-3	-33.294551E-3	-18.682949E-3,,,
-10.931477E-3	-33.292584E-3	-18.681966E-3,,,
-10.929532E-3	-33.287533E-3	-18.679015E-3,,,
-10.929286E-3	-33.284895E-3	-18.676043E-3,,,
-10.931298E-3	-33.286907E-3	-18.675283E-3,,,
-10.932952E-3	-33.289589E-3	-18.676288E-3,,,
-10.932036E-3	-33.288226E-3	-18.676780E-3,,,
-10.929644E-3	-33.284046E-3	-18.675841E-3,,,
-10.928705E-3	-33.282347E-3	-18.675260E-3,,,
-10.929912E-3	-33.285163E-3	-18.676937E-3,,,
-10.930784E-3	-33.288181E-3	-18.680133E-3,,,
-10.929175E-3	-33.286661E-3	-18.682234E-3,,,
-10.926336E-3	-33.281811E-3	-18.682145E-3,,,
-10.925174E-3	-33.279128E-3	-18.681519E-3,,,
-10.926403E-3	-33.280760E-3	-18.682256E-3,,,
-10.927521E-3	-33.282548E-3	-18.683642E-3,,,
-10.926470E-3	-33.280022E-3	-18.683262E-3,,,
-10.924593E-3	-33.274814E-3	-18.680401E-3,,,
-10.924771E-3	-33.272624E-3	-18.677361E-3,,,
-10.927454E-3	-33.275485E-3	-18.676467E-3,,,
-10.929890E-3	-33.278972E-3	-18.677294E-3,,,
-10.929778E-3	-33.278391E-3	-18.677540E-3,,,
-10.928370E-3	-33.275172E-3	-18.676423E-3,,,
-10.928527E-3	-33.274792E-3	-18.675819E-3,,,
-10.930806E-3	-33.279017E-3	-18.677473E-3,,,
-10.932572E-3	-33.283263E-3	-18.680356E-3,,,
-10.931768E-3	-33.282660E-3	-18.681630E-3,,,
-10.929666E-3	-33.278592E-3	-18.680379E-3,,,
-10.929152E-3	-33.276513E-3	-18.678501E-3,,,
-10.930806E-3	-33.278458E-3	-18.678099E-3,,,
-10.932125E-3	-33.280313E-3	-18.678658E-3,,,
-10.931164E-3	-33.277944E-3	-18.678054E-3,,,
-10.929264E-3	-33.273049E-3	-18.675685E-3,,,
-10.929175E-3	-33.271149E-3	-18.673562E-3,,,
-10.931298E-3	-33.273853E-3	-18.673562E-3,,,
-10.932952E-3	-33.276692E-3	-18.674813E-3,,,
-10.932148E-3	-33.275172E-3	-18.674836E-3,,,
-10.930225E-3	-33.270881E-3	-18.673003E-3,,,
-10.929979E-3	-33.269227E-3	-18.671282E-3,,,
-10.931835E-3	-33.271819E-3	-18.671572E-3,,,
-10.933265E-3	-33.274345E-3	-18.673047E-3,,,
